anio_siniestro_x,mes,rango_horario,participantes_siniestro,gravedad_siniestro,temperatura_media,es_fin_de_semana,lluvia_mm,velocidad_viento,humedad_relativa
2019,11,12.0,MOTO-AUTO,LEVE,23.8,0,,17.2,49.0
2021,8,18.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,21.4,0,0.0,15.9,68.0
2022,10,14.0,BICICLETA-AUTO,LEVE,27.2,0,0.0,22.6,36.0
2022,5,18.0,PEATON-BICICLETA,LEVE,18.0,0,0.0,9.6,56.0
2024,11,13.0,OTRO-MOVIL,LEVE,17.1,1,0.8,16.6,86.0
2019,3,11.0,SD-SD,LEVE,10.9,0,,5.2,81.0
2022,3,13.0,AUTO-AUTO,LEVE,24.3,0,0.0,7.8,59.0
2019,5,16.0,SD-SD,LEVE,19.1,0,,11.6,59.0
2024,4,21.0,SD-SD,LEVE,16.5,0,0.4,14.3,88.0
2022,3,10.0,MOTO-AUTO,LEVE,17.2,0,0.0,5.0,66.0
2024,3,22.0,SD-SD,LEVE,24.4,1,0.0,4.9,75.0
2022,2,20.0,AUTO-UTILITARIO,LEVE,27.0,0,0.0,15.0,31.0
2022,9,6.0,MOTO-SD,LEVE,17.0,1,0.0,10.7,74.0
2024,5,11.0,MOTO-CAMION,LEVE,6.0,0,0.0,3.6,78.0
2020,8,13.0,TAXI-AUTO,LEVE,11.1,0,,11.4,39.0
2023,6,9.0,AUTO-SD,LEVE,12.1,0,0.0,13.8,79.0
2021,3,13.0,MOTO-AUTO,LEVE,24.0,0,0.1,11.7,79.0
2020,3,7.0,MOTO-AUTO,LEVE,22.8,0,,9.2,94.0
2021,12,14.0,MOTO-AUTO,LEVE,22.7,0,0.0,16.2,70.0
2024,4,13.0,PEATON-AUTO,GRAVE,21.2,0,0.0,4.1,68.0
2023,11,2.0,AUTO-AUTO,LEVE,16.1,0,0.0,15.3,72.0
2020,9,15.0,MOTO-TAXI,LEVE,19.9,0,,7.9,71.0
2022,10,21.0,PEATON-AUTO,LEVE,26.4,0,0.0,14.7,24.0
2024,7,20.0,AUTO-AUTO,LEVE,10.8,1,0.0,8.0,51.0
2021,8,10.0,SD-SD,LEVE,5.8,0,0.0,2.3,94.0
2024,12,16.0,PEATON-BICICLETA,LEVE,22.5,0,0.0,16.0,53.0
2020,7,18.0,SD-SD,LEVE,9.1,0,,24.9,62.0
2024,4,14.0,MOTO-AUTO,LEVE,18.0,0,0.0,23.0,65.0
2024,2,13.0,MOTO-AUTO,LEVE,25.4,0,0.0,15.8,70.0
2019,8,6.0,MOTO-TAXI,LEVE,11.7,0,,8.5,84.0
2022,3,17.0,PEATON-AUTO,LEVE,22.4,0,0.0,14.6,81.0
2024,9,2.0,SD-SD,LEVE,14.8,0,0.0,11.2,74.0
2022,6,17.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,11.1,0,0.0,17.4,59.0
2021,12,2.0,PEATON-MOTO,LEVE,20.8,1,0.0,9.8,79.0
2023,7,21.0,AUTO-AUTO,LEVE,13.8,0,0.0,10.2,82.0
2021,3,15.0,SD-CAMION,LEVE,20.4,0,0.0,13.7,62.0
2024,11,16.0,UTILITARIO-AUTO,LEVE,23.4,0,0.0,9.8,43.0
2023,6,19.0,MOTO-TAXI,LEVE,16.9,1,0.0,12.0,47.0
2020,1,22.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,27.5,0,,13.1,36.0
2019,4,20.0,MOTO-AUTO,LEVE,18.2,0,,18.2,79.0
2021,9,8.0,SD-SD,LEVE,11.2,0,0.0,4.6,94.0
2020,1,21.0,MOTO-AUTO,LEVE,25.2,0,,9.9,28.0
2022,9,13.0,PEATON-AUTO,LEVE,15.7,0,0.0,16.8,83.0
2020,5,21.0,AUTO-SD,LEVE,20.2,0,,1.2,77.0
2019,6,18.0,MOTO-MOTO,LEVE,19.3,1,,10.2,30.0
2023,8,8.0,MOTO-SD,LEVE,7.5,0,0.0,14.8,73.0
2024,7,18.0,MOTO-AUTO,LEVE,12.2,0,0.0,8.7,98.0
2023,6,19.0,BICICLETA-AUTO,LEVE,14.9,0,0.0,10.1,57.0
2022,10,13.0,MOTO-AUTO,LEVE,19.2,0,0.0,19.8,53.0
2024,11,2.0,SD-SD,LEVE,20.1,0,0.0,25.1,78.0
2023,10,22.0,AUTO-SD,LEVE,17.6,0,1.9,16.8,94.0
2021,12,8.0,SD-SD,LEVE,22.2,1,2.1,2.5,89.0
2024,8,19.0,MOTO-TRANSPORTE PUBLICO,LEVE,9.7,0,0.0,5.1,71.0
2022,1,19.0,BICICLETA-UTILITARIO,LEVE,26.8,0,0.0,19.4,49.0
2021,8,11.0,SD-SD,LEVE,8.0,1,0.0,3.3,95.0
2022,9,23.0,MOTO-AUTO,LEVE,13.6,1,0.0,4.0,59.0
2022,3,10.0,MOTO-UTILITARIO,LEVE,19.6,0,0.0,15.6,79.0
2023,7,10.0,PEATON-MOTO,MORTAL,11.0,0,0.0,20.1,74.0
2020,8,13.0,MOTO-SD,LEVE,10.4,1,,14.1,45.0
2023,12,20.0,AUTO-TAXI,LEVE,26.8,0,0.0,16.5,73.0
2024,9,15.0,BICICLETA-AUTO,LEVE,21.5,0,0.0,4.2,63.0
2023,9,5.0,MOTO-AUTO,LEVE,13.1,0,0.0,12.6,65.0
2019,3,15.0,PEATON-MOTO,LEVE,19.5,0,,11.8,58.0
2022,7,12.0,SD-SD,LEVE,3.3,0,0.0,4.8,87.0
2024,6,11.0,PEATON-AUTO,LEVE,13.2,1,0.0,7.6,91.0
2021,12,3.0,SD-SD,LEVE,19.5,0,0.0,17.3,79.0
2022,8,15.0,MOTO-AUTO,LEVE,14.8,0,0.0,12.1,68.0
2020,6,16.0,MOTO-SD,LEVE,17.7,0,,5.3,69.0
2019,10,15.0,MOTO-AUTO,LEVE,23.8,0,,9.2,20.0
2023,10,14.0,MOTO-AUTO,LEVE,20.1,0,0.0,8.1,61.0
2020,11,17.0,BICICLETA-UTILITARIO,LEVE,26.5,0,,12.8,41.0
2020,7,21.0,BICICLETA-SD,LEVE,9.1,0,,6.3,72.0
2019,4,21.0,PEATON-TAXI,LEVE,,0,,,
2019,6,0.0,MOTO-AUTO,LEVE,12.8,1,,12.5,87.0
2023,6,8.0,MOTO-CAMION,LEVE,9.9,0,0.0,6.7,78.0
2020,2,3.0,AUTO-AUTO,LEVE,24.3,0,,6.8,51.0
2021,8,9.0,SD-SD,LEVE,8.2,0,0.0,4.0,53.0
2024,9,18.0,SD-SD,LEVE,19.1,0,0.0,9.7,56.0
2022,6,20.0,MOTO-TRANSPORTE PUBLICO,LEVE,10.3,1,0.0,3.2,58.0
2020,2,19.0,MOTO-AUTO,LEVE,21.9,0,,16.3,32.0
2019,5,14.0,PEATON-MOTO,LEVE,16.8,0,,11.7,78.0
2023,12,8.0,SD-SD,LEVE,20.7,0,0.0,10.4,90.0
2021,2,9.0,PEATON-SD,LEVE,15.7,0,0.0,7.0,84.0
2021,1,16.0,MOTO-OBJETO FIJO,LEVE,29.0,0,0.0,10.4,45.0
2022,5,23.0,MOTO-AUTO,LEVE,11.3,0,0.0,18.7,52.0
2019,10,11.0,PEATON-TRANSPORTE PUBLICO,LEVE,15.4,0,,3.6,45.0
2019,11,22.0,MOTO-AUTO,LEVE,23.4,1,,7.6,38.0
2019,1,9.0,AUTO-TRANSPORTE PUBLICO,LEVE,24.3,0,,22.4,83.0
2024,8,18.0,MOTO-AUTO,LEVE,16.0,1,0.0,18.8,36.0
2022,9,13.0,PEATON-AUTO,LEVE,11.2,0,0.0,12.0,60.0
2022,3,10.0,MIXTO-AUTO,LEVE,12.8,1,0.0,1.2,90.0
2019,5,13.0,BICICLETA-TRANSPORTE PUBLICO,LEVE,16.1,0,,13.6,80.0
2019,11,15.0,PEATON-AUTO,LEVE,21.0,1,,23.2,53.0
2021,11,9.0,AUTO-TAXI,LEVE,14.8,0,0.0,8.0,79.0
2022,12,11.0,SD-SD,LEVE,22.7,1,0.0,3.8,76.0
2021,8,21.0,MOTO-MOTO,LEVE,17.8,0,0.0,8.5,27.0
2022,9,11.0,MOTO-AUTO,LEVE,7.7,0,0.0,16.2,70.0
2020,12,14.0,SD-SD,LEVE,19.4,1,,7.2,54.0
2023,11,7.0,BICICLETA-AUTO,LEVE,24.4,0,2.8,28.4,77.0
2019,3,16.0,MOTO-CAMION,LEVE,17.5,0,,13.5,52.0
2019,3,11.0,PEATON-MOTO,LEVE,12.7,0,,10.6,80.0
2021,12,16.0,SD-SD,LEVE,26.9,0,0.0,21.6,73.0
2024,2,3.0,MOTO-OBJETO FIJO,MORTAL,27.3,0,0.0,10.0,82.0
2019,4,9.0,PEATON-AUTO,LEVE,12.6,0,,6.2,84.0
2020,10,8.0,SD-SD,LEVE,10.2,0,,1.7,92.0
2019,7,8.0,PEATON-MOTO,LEVE,14.4,0,,16.4,95.0
2022,6,13.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,10.6,0,0.0,4.9,89.0
2024,3,17.0,BICICLETA-AUTO,LEVE,22.7,1,0.0,16.3,56.0
2020,11,12.0,AUTO-SD,LEVE,21.2,0,,13.5,43.0
2021,7,15.0,BICICLETA-AUTO,LEVE,9.5,0,0.0,6.9,58.0
2019,1,16.0,MOTO-AUTO,LEVE,20.7,0,,14.3,47.0
2022,4,8.0,PEATON-TRANSPORTE PUBLICO,LEVE,14.5,0,0.0,4.8,86.0
2021,2,23.0,MOTO-MOTO,LEVE,21.2,0,0.4,29.8,66.0
2022,10,6.0,AUTO-AUTO,LEVE,16.3,0,0.0,17.8,55.0
2023,4,8.0,SD-SD,LEVE,19.4,0,0.0,4.1,86.0
2020,10,16.0,MOVIL-SD,LEVE,23.1,0,,18.3,30.0
2019,1,12.0,SD-SD,LEVE,20.0,0,,9.3,68.0
2019,2,20.0,MOTO-AUTO,LEVE,30.1,0,,13.6,52.0
2023,3,9.0,MOTO-AUTO,LEVE,21.2,0,0.0,5.8,75.0
2019,10,11.0,BICICLETA-TRANSPORTE PUBLICO,LEVE,14.6,0,,11.2,63.0
2023,1,21.0,MOTO-AUTO,LEVE,28.0,0,0.0,18.5,58.0
2023,4,0.0,MOTO-AUTO,LEVE,18.8,0,0.0,15.2,81.0
2022,7,12.0,MOTO-UTILITARIO,LEVE,12.8,1,0.0,10.5,96.0
2021,8,14.0,BICICLETA-MOTO,LEVE,14.6,0,0.0,19.2,81.0
2024,12,8.0,AUTO-AUTO,LEVE,21.1,0,,7.7,75.0
2021,3,16.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,24.8,0,0.0,7.1,53.0
2020,2,19.0,SD-SD,LEVE,28.8,0,,17.7,68.0
2019,3,17.0,MOTO-MOTO,LEVE,24.9,1,,17.5,71.0
2024,9,9.0,PEATON-AUTO,LEVE,15.5,0,0.0,9.8,67.0
2023,9,17.0,AUTO-SD,LEVE,17.8,0,0.0,6.0,57.0
2023,4,16.0,MOTO-AUTO,LEVE,18.9,0,0.0,8.1,82.0
2024,1,7.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,21.5,0,0.0,2.1,86.0
2024,6,12.0,AUTO-OBJETO FIJO,LEVE,12.4,0,0.0,12.1,81.0
2024,9,15.0,PEATON-AUTO,LEVE,21.9,1,0.0,4.5,31.0
2022,2,13.0,MOTO-AUTO,LEVE,23.3,1,0.0,13.3,75.0
2020,9,15.0,MOTO-TRANSPORTE PUBLICO,LEVE,12.4,0,,9.0,45.0
2022,4,17.0,PEATON-TRANSPORTE PUBLICO,LEVE,19.8,1,0.0,29.3,44.0
2023,5,19.0,PEATON-AUTO,LEVE,18.9,0,0.2,16.2,87.0
2024,6,14.0,BICICLETA-UTILITARIO,LEVE,10.3,0,0.0,17.9,71.0
2023,5,15.0,MOTO-UTILITARIO,LEVE,19.8,0,0.0,7.1,74.0
2019,4,12.0,MOTO-AUTO,LEVE,17.4,0,,20.1,79.0
2021,3,15.0,MOTO-AUTO,LEVE,25.5,0,0.0,14.1,54.0
2020,2,12.0,PEATON-AUTO,LEVE,24.6,0,,13.9,74.0
2023,6,9.0,SD-TRANSPORTE PUBLICO,LEVE,12.3,0,0.0,3.8,97.0
2020,9,19.0,MOTO-TRANSPORTE PUBLICO,LEVE,15.9,0,,8.2,64.0
2024,5,16.0,PEATON-AUTO,LEVE,14.0,0,0.0,9.5,77.0
2019,7,10.0,MOTO-AUTO,GRAVE,11.4,0,,6.3,96.0
2023,3,12.0,MOTO-AUTO,LEVE,27.0,0,0.0,9.1,71.0
2020,5,19.0,PEATON-AUTO,LEVE,17.8,0,,15.2,50.0
2019,7,7.0,PEATON-AUTO,LEVE,7.9,0,,7.6,64.0
2020,8,11.0,MOTO-UTILITARIO,LEVE,14.9,0,,5.6,82.0
2019,8,19.0,MOTO-AUTO,LEVE,23.0,0,,11.2,65.0
2022,8,14.0,PEATON-MOVIL,LEVE,7.8,0,0.0,15.8,87.0
2021,12,13.0,SD-SD,LEVE,23.8,0,0.0,22.6,60.0
2024,5,10.0,MOTO-AUTO,LEVE,11.3,0,0.0,5.2,94.0
2023,1,20.0,AUTO-AUTO,GRAVE,27.4,0,0.0,13.6,37.0
2023,6,18.0,MOTO-SD,LEVE,15.2,0,0.0,7.9,54.0
2022,7,9.0,MOTO-AUTO,LEVE,11.5,1,0.0,8.3,83.0
2022,1,23.0,MOTO-AUTO,MORTAL,23.3,0,0.0,24.1,63.0
2021,4,17.0,MOTO-AUTO,LEVE,22.9,0,0.0,14.6,59.0
2019,1,19.0,MOTO-CAMION,LEVE,26.2,0,,13.7,65.0
2024,8,23.0,MIXTO-MOTO,LEVE,9.7,0,0.0,6.2,68.0
2022,12,10.0,MOTO-TAXI,LEVE,25.3,0,0.0,10.8,63.0
2023,4,12.0,BICICLETA-UTILITARIO,LEVE,18.6,0,0.0,11.6,73.0
2024,12,15.0,MOTO-AUTO,LEVE,27.5,0,0.0,16.0,48.0
2022,3,9.0,AUTO-AUTO,LEVE,15.4,0,0.0,8.7,78.0
2024,6,18.0,BICICLETA-AUTO,GRAVE,19.0,0,0.0,7.1,90.0
2023,3,15.0,MOTO-AUTO,LEVE,,0,,,
2024,11,0.0,MOTO-AUTO,GRAVE,22.8,1,0.0,11.9,76.0
2024,7,21.0,SD-SD,LEVE,10.2,1,0.0,6.4,58.0
2022,12,20.0,AUTO-AUTO,LEVE,25.7,0,0.0,29.7,65.0
2020,1,4.0,AUTO-SD,LEVE,26.8,1,,5.9,63.0
2023,1,21.0,BICICLETA-AUTO,LEVE,27.2,1,0.0,32.4,52.0
2019,4,0.0,MOVIL-MOVIL,LEVE,17.4,1,,9.8,96.0
2023,5,11.0,MOTO-AUTO,LEVE,11.2,0,0.0,2.9,93.0
2022,9,11.0,BICICLETA-MOTO,LEVE,11.0,0,0.0,2.7,91.0
2022,10,13.0,SD-AUTO,LEVE,12.2,0,0.0,19.6,50.0
2019,9,10.0,PEATON-AUTO,LEVE,11.4,0,,5.4,68.0
2021,6,14.0,PEATON-MOTO,GRAVE,11.6,0,0.0,6.9,45.0
2020,10,13.0,SD-SD,LEVE,20.1,1,,11.7,71.0
2024,12,22.0,AUTO-AUTO,LEVE,23.6,0,0.0,25.9,67.0
2024,12,12.0,MOTO-TRANSPORTE PUBLICO,LEVE,21.2,0,0.0,0.1,83.0
2021,10,3.0,PEATON-AUTO,MORTAL,19.3,0,0.0,17.5,38.0
2022,9,11.0,PEATON-MOTO,LEVE,10.5,0,0.0,3.7,76.0
2023,4,12.0,MOTO-TRANSPORTE PUBLICO,LEVE,16.7,0,0.0,9.5,94.0
2022,5,18.0,TRANSPORTE PUBLICO-MOTO,LEVE,18.1,0,0.0,11.4,63.0
2021,4,8.0,MOVIL-TAXI,LEVE,18.8,0,0.0,14.4,81.0
2022,5,16.0,PEATON-AUTO,LEVE,14.5,0,0.1,21.0,63.0
2022,6,11.0,MOTO-AUTO,GRAVE,7.5,1,0.0,16.7,64.0
2019,9,14.0,AUTO-TRANSPORTE PUBLICO,LEVE,16.4,0,,6.6,38.0
2022,12,23.0,SD-SD,LEVE,27.2,0,0.0,13.2,61.0
2021,2,18.0,MOTO-TAXI,LEVE,28.6,1,0.0,15.8,50.0
2022,4,11.0,TRANSPORTE PUBLICO-SD,LEVE,15.1,0,0.0,1.8,94.0
2023,8,23.0,UTILITARIO-SD,LEVE,21.6,0,0.0,5.2,79.0
2022,2,17.0,AUTO-AUTO,LEVE,23.3,0,1.2,9.0,81.0
2024,7,11.0,SD-SD,LEVE,2.5,1,0.0,0.1,91.0
2020,12,20.0,SD-SD,LEVE,23.0,0,,11.8,50.0
2024,12,11.0,AUTO-CAMION,LEVE,,0,,,
2022,9,23.0,MOTO-MOTO,LEVE,15.1,1,0.0,6.3,62.0
2020,2,14.0,PEATON-SD,LEVE,27.7,0,,16.0,67.0
2022,7,10.0,SD-AUTO,LEVE,,0,,,
2024,2,14.0,AUTO-AUTO,LEVE,23.8,1,0.0,22.1,66.0
2019,9,15.0,MOTO-TRANSPORTE PUBLICO,LEVE,14.6,0,,11.9,70.0
2020,9,2.0,BICICLETA-TAXI,LEVE,15.8,1,,10.7,94.0
2019,11,18.0,SD-SD,LEVE,28.5,0,,7.0,40.0
2024,7,20.0,SD-SD,LEVE,16.0,0,0.0,2.3,79.0
2019,4,9.0,PEATON-MOTO,LEVE,19.2,0,,10.9,77.0
2022,4,14.0,MOTO-SD,LEVE,15.6,1,0.0,15.6,56.0
2021,12,7.0,SD-SD,LEVE,21.0,0,0.0,5.7,84.0
2024,6,12.0,SD-SD,LEVE,8.1,0,0.0,14.5,75.0
2023,6,10.0,PEATON-TRANSPORTE PUBLICO,LEVE,7.8,0,0.0,3.9,80.0
2022,2,0.0,SD-SD,LEVE,20.8,0,0.0,4.1,56.0
2022,6,10.0,SD-SD,LEVE,7.2,1,0.0,17.4,62.0
2024,4,23.0,SD-SD,LEVE,20.0,0,0.0,14.1,59.0
2024,6,18.0,MOTO-UTILITARIO,GRAVE,,0,,,
2019,12,12.0,MOTO-MOTO,LEVE,24.4,0,,12.7,56.0
2024,8,14.0,PEATON-AUTO,LEVE,17.1,0,0.0,8.8,84.0
2021,4,15.0,MOTO-AUTO,LEVE,23.4,0,0.0,9.7,72.0
2020,10,8.0,SD-SD,LEVE,22.7,0,,9.2,77.0
2023,5,0.0,BICICLETA-SD,LEVE,15.4,1,0.0,16.6,68.0
2021,6,20.0,MOTO-SD,LEVE,17.9,0,0.0,18.9,38.0
2019,5,13.0,SD-SD,LEVE,16.9,0,,14.4,62.0
2023,9,5.0,MOTO-SD,LEVE,9.9,1,0.0,13.7,73.0
2023,12,11.0,SD-SD,LEVE,23.1,1,0.0,9.0,78.0
2023,8,18.0,BICICLETA-SD,LEVE,13.3,0,0.0,9.1,62.0
2020,11,13.0,TAXI-AUTO,LEVE,18.1,1,,9.0,61.0
2024,7,20.0,MOTO-AUTO,LEVE,7.2,0,0.0,7.4,40.0
2019,4,8.0,PEATON-AUTO,LEVE,19.0,0,,5.9,80.0
2023,12,14.0,AUTO-CAMION,LEVE,24.5,0,0.0,16.4,51.0
2024,1,13.0,MOTO-AUTO,LEVE,23.7,0,0.2,13.8,72.0
2023,12,1.0,MOTO-AUTO,LEVE,27.3,0,0.0,11.7,57.0
2019,5,19.0,MOVIL-MOVIL,LEVE,22.5,1,,0.4,39.0
2023,1,18.0,PEATON-AUTO,LEVE,34.7,0,0.0,15.9,28.0
2023,6,21.0,MOTO-AUTO,LEVE,12.2,0,0.0,8.4,88.0
2024,7,23.0,SD-SD,LEVE,15.7,0,0.0,11.1,82.0
2023,9,18.0,MOTO-SD,LEVE,16.2,0,0.0,29.0,81.0
2020,3,15.0,AUTO-AUTO,LEVE,20.5,0,,7.6,92.0
2019,9,10.0,MOTO-AUTO,LEVE,9.6,0,,3.2,47.0
2024,6,12.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,15.4,0,0.0,10.3,85.0
2023,5,21.0,BICICLETA-AUTO,LEVE,16.4,0,0.0,5.4,65.0
2022,4,8.0,TAXI-AUTO,LEVE,11.0,0,0.0,5.7,71.0
2023,3,8.0,MOTO-UTILITARIO,LEVE,26.0,0,0.0,14.7,64.0
2023,3,12.0,SD-SD,LEVE,,0,,,
2019,12,3.0,SD-SD,LEVE,21.9,0,,19.0,95.0
2022,2,12.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,18.0,0,0.0,11.4,88.0
2023,5,0.0,BICICLETA-MOTO,GRAVE,17.3,0,0.0,8.3,93.0
2019,7,4.0,MOTO-AUTO,LEVE,5.3,1,,5.4,72.0
2022,12,9.0,PEATON-SD,LEVE,23.0,0,0.0,18.3,74.0
2022,12,12.0,MOTO-AUTO,LEVE,23.0,0,0.0,7.8,78.0
2019,4,12.0,BICICLETA-AUTO,LEVE,17.4,1,,6.6,83.0
2021,11,20.0,PEATON-MOTO,LEVE,20.4,0,0.0,19.0,46.0
2019,6,14.0,MOTO-AUTO,LEVE,11.1,0,,20.2,89.0
2019,2,19.0,SD-SD,LEVE,22.8,0,,14.9,53.0
2019,9,15.0,MOTO-AUTO,LEVE,12.9,0,,17.9,67.0
2024,1,13.0,SD-SD,LEVE,26.2,0,0.0,20.2,78.0
2019,12,16.0,BICICLETA-TAXI,LEVE,21.3,1,,14.6,56.0
2023,1,12.0,BICICLETA-MOTO,LEVE,23.7,0,0.0,9.6,56.0
2020,3,8.0,PEATON-TRANSPORTE PUBLICO,LEVE,19.9,0,,16.8,77.0
2020,10,12.0,BICICLETA-AUTO,LEVE,16.1,0,,8.0,82.0
2021,5,0.0,MOTO-AUTO,GRAVE,,0,,,
2022,7,20.0,MOTO-AUTO,LEVE,13.4,0,0.0,20.7,66.0
2024,5,17.0,MOTO-AUTO,LEVE,13.2,0,0.0,12.0,73.0
2019,10,10.0,MOTO-AUTO,LEVE,,0,,,
2019,11,2.0,MOTO-AUTO,LEVE,24.5,0,,21.5,52.0
2024,7,1.0,SD-SD,LEVE,12.3,0,0.0,10.5,84.0
2023,12,13.0,AUTO-UTILITARIO,LEVE,22.9,1,0.0,12.4,47.0
2022,7,23.0,MOTO-MOTO,GRAVE,8.3,1,0.0,11.5,78.0
2020,5,18.0,BICICLETA-TAXI,LEVE,20.0,0,,9.2,73.0
2020,7,22.0,MOTO-AUTO,GRAVE,15.5,0,,3.1,86.0
2023,10,9.0,AUTO-TRANSPORTE PUBLICO,LEVE,14.2,0,0.0,5.2,50.0
2020,5,9.0,TAXI-SD,LEVE,16.0,0,,7.4,89.0
2022,11,8.0,AUTO-AUTO,LEVE,16.5,0,2.3,22.9,89.0
2024,8,21.0,MOTO-AUTO,LEVE,14.8,1,0.0,16.3,45.0
2024,7,19.0,SD-SD,LEVE,12.5,1,0.0,8.2,49.0
2022,12,15.0,MOTO-AUTO,LEVE,23.9,0,0.0,3.5,50.0
2024,6,8.0,SD-SD,LEVE,14.3,0,0.0,1.9,90.0
2023,7,23.0,MOTO-TRANSPORTE PUBLICO,LEVE,8.6,0,0.0,10.0,67.0
2023,1,10.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,23.0,0,0.0,13.4,74.0
2019,2,12.0,PEATON-CAMION,LEVE,22.0,0,,8.1,69.0
2022,3,16.0,PEATON-MOTO,LEVE,25.3,0,0.0,9.2,41.0
2019,4,2.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,17.3,1,,7.0,91.0
2020,2,7.0,SD-SD,LEVE,21.1,1,,16.2,82.0
2024,3,13.0,MOTO-AUTO,LEVE,18.9,1,0.0,17.3,65.0
2021,11,0.0,PEATON-MOTO,LEVE,21.5,1,0.0,26.2,82.0
2019,4,17.0,PEATON-AUTO,LEVE,22.3,0,,10.3,63.0
2023,11,10.0,MOTO-AUTO,LEVE,17.6,1,0.0,11.8,70.0
2020,11,19.0,BICICLETA-AUTO,LEVE,23.1,0,,15.3,42.0
2023,10,23.0,MOTO-AUTO,LEVE,14.7,0,0.0,9.7,48.0
2024,7,13.0,PEATON-AUTO,LEVE,5.8,0,0.0,8.6,39.0
2024,8,11.0,SD-SD,LEVE,10.0,0,0.0,0.0,87.0
2019,2,22.0,MOTO-AUTO,LEVE,27.7,0,,13.2,61.0
2021,1,18.0,SD-SD,LEVE,30.7,0,0.0,14.1,37.0
2019,5,11.0,PEATON-AUTO,LEVE,17.1,1,,7.4,78.0
2019,5,19.0,MOTO-AUTO,LEVE,24.3,0,,7.9,35.0
2024,8,13.0,SD-SD,LEVE,8.2,1,0.0,20.7,54.0
2022,7,15.0,BICICLETA-TAXI,LEVE,12.7,0,0.0,12.7,74.0
2024,1,14.0,BICICLETA-UTILITARIO,LEVE,22.0,0,0.0,16.4,55.0
2024,10,0.0,BICICLETA-AUTO,LEVE,20.9,0,0.0,14.3,68.0
2022,4,19.0,SD-SD,LEVE,20.8,1,0.0,8.1,56.0
2023,6,7.0,AUTO-OBJETO FIJO,LEVE,9.0,0,0.0,7.6,76.0
2019,8,13.0,AUTO-CAMION,LEVE,5.3,0,,9.4,69.0
2023,9,8.0,MOTO-AUTO,LEVE,7.6,0,0.0,5.6,86.0
2020,2,21.0,PEATON-MOTO,MORTAL,25.3,0,,10.6,49.0
2022,6,12.0,SD-AUTO,LEVE,4.2,1,0.0,5.1,82.0
2024,10,15.0,MOTO-AUTO,LEVE,22.9,0,0.0,11.7,55.0
2019,11,7.0,TAXI-AUTO,LEVE,16.5,1,,29.6,68.0
2021,2,10.0,TAXI-CAMION,LEVE,17.5,0,0.1,11.2,80.0
2020,9,8.0,PEATON-MOTO,LEVE,8.6,0,,8.7,52.0
2024,5,16.0,BICICLETA-AUTO,LEVE,14.3,0,0.0,9.9,75.0
2022,1,15.0,MOTO-SD,LEVE,27.7,0,1.4,17.9,71.0
2021,5,6.0,MOTO-OBJETO FIJO,MORTAL,11.8,1,0.0,5.9,87.0
2021,11,12.0,MOTO-AUTO,LEVE,18.0,0,0.0,9.6,43.0
2024,10,8.0,OTRO-OTRO,LEVE,14.9,1,0.0,15.2,75.0
2019,10,6.0,TAXI-AUTO,LEVE,13.4,0,,18.4,94.0
2020,3,20.0,MOTO-AUTO,LEVE,29.4,0,,10.2,47.0
2019,9,10.0,BICICLETA-MOTO,LEVE,,0,,,
2021,8,22.0,MOTO-SD,LEVE,17.4,1,0.0,10.4,32.0
2021,3,19.0,TAXI-SD,LEVE,28.2,0,0.0,10.1,55.0
2024,8,20.0,MOTO-CAMION,LEVE,14.0,0,0.0,18.8,50.0
2023,3,17.0,BICICLETA-SD,LEVE,24.2,0,0.0,21.3,48.0
2019,10,22.0,MOTO-AUTO,LEVE,15.5,0,,24.7,87.0
2019,9,4.0,TAXI-AUTO,LEVE,14.6,0,,21.8,76.0
2023,4,14.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,14.4,0,0.0,9.0,53.0
2020,6,14.0,BICICLETA-TRANSPORTE PUBLICO,LEVE,12.7,0,,4.7,61.0
2022,7,18.0,MOTO-MOTO,LEVE,11.8,0,0.0,8.6,79.0
2022,12,20.0,PEATON-SD,LEVE,28.3,0,0.0,13.3,39.0
2022,12,9.0,MOTO-TAXI,LEVE,17.3,1,0.0,0.5,93.0
2023,12,17.0,MOTO-AUTO,GRAVE,29.9,0,0.0,14.7,52.0
2019,6,17.0,MOTO-TAXI,LEVE,19.3,0,,6.3,46.0
2019,3,0.0,MOTO-AUTO,LEVE,23.4,0,,8.1,75.0
2023,9,16.0,BICICLETA-AUTO,LEVE,16.5,1,0.0,7.5,50.0
2019,7,20.0,BICICLETA-AUTO,LEVE,13.9,0,,14.8,44.0
2022,10,19.0,PEATON-MOTO,GRAVE,,0,,,
